t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
5000,355,20,10,112,9,10,3.947,8,9,2.496,41,6,31,210,711,3,1,0,46,95,0,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,49,15,298,9,3,2.444
10000,213,35,20,227,33,20,3.264,8,13,2.722,159,10,25,570,2509,8,3,0,174,258,0,4312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,85,65,1188,16,4,2.063
15000,212,32,6,252,17,23,3.725,9,15,3.424,267,11,26,922,4377,17,6,0,338,475,0,7732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,100,112,2302,16,5,2.375
20000,207,30,19,237,26,24,3,8,14,3.034,383,11,28,1263,6174,22,7,0,516,692,0,10988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,106,163,3522,15,7,2.867
25000,173,30,26,262,33,30,2.984,8,17,3.112,509,14,24,1588,8059,29,8,0,676,876,0,14307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,112,215,4867,21,6,2.333
30000,203,32,13,236,42,29,2.648,7,15,2.323,659,14,22,1973,10567,32,8,0,877,1131,0,18723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,85,275,6009,21,5,2.048
35000,252,30,19,197,34,24,2.759,7,14,2.673,813,15,18,2339,13120,42,11,0,1089,1386,0,23231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,73,344,7049,18,6,2
40000,222,30,15,218,39,24,2.698,7,11,1.964,967,18,21,2708,15448,45,15,0,1279,1606,0,27540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,94,411,8019,18,9,2.056
45000,198,33,22,242,33,31,2.875,8,17,2.8,1105,18,24,3074,17573,53,19,0,1459,1822,0,31286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,88,470,9099,19,6,2.158
50000,242,27,20,212,47,22,2.536,8,11,2.191,1263,21,14,3444,19995,59,20,0,1660,2082,0,35658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,62,540,10185,14,5,1.857
55000,190,33,15,256,37,29,2.712,8,14,2.304,1423,22,17,3822,22253,62,22,0,1835,2310,0,39722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,103,608,11239,21,6,2.143
60000,215,36,15,228,34,29,2.714,8,13,2.614,1574,24,29,4194,24765,68,24,0,2049,2548,0,44265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,85,675,12350,20,5,1.85
65000,226,32,17,221,29,17,2.913,8,12,2.498,1700,24,26,4530,26750,72,27,0,2225,2766,0,48068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,118,731,13493,13,8,2.846
70000,225,32,24,208,19,26,3.311,8,11,3.016,1820,26,23,4877,28794,80,27,0,2394,3005,0,51665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,100,774,14608,21,7,2.048
75000,208,31,26,221,35,22,3,10,12,2.971,1954,29,24,5254,30840,86,30,0,2574,3249,0,55326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,93,836,15743,20,6,1.9
80000,207,32,15,242,27,25,2.846,11,11,2.83,2091,30,23,5618,32856,90,33,0,2749,3471,0,58910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,116,899,16764,17,6,2.176
85000,190,40,31,240,25,26,3.176,11,14,3.452,2212,32,31,5963,34635,94,33,0,2914,3698,0,62250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,109,944,18021,23,8,2.13
90000,197,38,23,234,32,24,3.268,11,14,3.393,2338,33,25,6351,36660,99,34,0,3100,3963,0,65861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,83,999,19189,15,9,2.2
95000,223,33,26,216,26,25,3.137,11,13,3.008,2462,33,30,6704,38687,102,36,0,3293,4209,0,69403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,95,1046,20312,20,9,2
100000,205,33,15,240,22,20,3.167,11,13,2.867,2587,33,31,7049,40627,109,39,0,3472,4407,0,72918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,132,1104,21380,17,11,2.529
